"Key","en","hi","bn","gu","ml","mr","ta","te","ur"
"missing-data","Missing data.","लापता आँकड़े।","অনুপস্থিত তথ্য.","ડેટા ખૂટે છે.","ഡാറ്റ നഷ്ടമായി.","गहाळ डेटा.","காணாமல் தரவு.","సమాచారం లేదు.","ڈیٹا غائب"
"generate-loan-transactions","Generate Loan Transactions","ऋण लेनदेन उत्पन्न करें","Loan ণ লেনদেন উত্পন্ন করুন","લોન વ્યવહારો ઉત્પન્ન કરો","വായ്പ ഇടപാടുകൾ സൃഷ്ടിക്കുക","कर्जाचे व्यवहार व्युत्पन्न करा","கடன் பரிவர்த்தனைகளை உருவாக்குங்கள்","రుణ లావాదేవీలను ఉత్పత్తి చేయండి","قرض کے لین دین پیدا کریں"
"no-names-found","No names found.","कोई नाम नहीं मिला।","কোনও নাম পাওয়া যায় নি।","કોઈ નામ મળ્યાં નથી.","പേരുകളൊന്നും കണ്ടെത്തിയില്ല.","नावे सापडली नाहीत.","பெயர்கள் எதுவும் கிடைக்கவில்லை.","పేర్లు కనుగొనబడలేదు.","کوئی نام نہیں ملے۔"
"add-name","Add Name","नाम जोड़ें","নাম যুক্ত করুন","નામ ઉમેરો","പേര് ചേർക്കുക","नाव जोडा","பெயரைச் சேர்க்கவும்","పేరు జోడించండి","نام شامل کریں"
"delete-name-question","Delete Name?","नाम हटाएं?","নাম মুছুন?","નામ કા Delete ી નાખો?","പേര് ഇല്ലാതാക്കണോ?","नाव हटवा?","பெயரை நீக்கவா?","పేరును తొలగించాలా?","نام حذف کریں؟"
"duplicate-name-warning","Duplicate name","डुप्लिकेट नाम","সদৃশ নাম","નકલનું નામ","തനിപ്പകർപ്പ് നാമം","डुप्लिकेट नाव","நகல் பெயர்","నకిలీ పేరు","ڈپلیکیٹ نام"
"duplicate-name-warning-description","Please choose another name","कृपया दूसरा नाम चुनें","অন্য নাম চয়ন করুন","કૃપા કરીને બીજું નામ પસંદ કરો","ദയവായി മറ്റൊരു പേര് തിരഞ്ഞെടുക്കുക","कृपया दुसरे नाव निवडा","மற்றொரு பெயரைத் தேர்வுசெய்க","దయచేసి మరొక పేరును ఎంచుకోండి","براہ کرم دوسرا نام منتخب کریں"
"notifications-reminder","Add Transaction Reminder","लेनदेन अनुस्मारक जोड़ें","লেনদেনের অনুস্মারক যুক্ত করুন","ટ્રાન્ઝેક્શન રીમાઇન્ડર ઉમેરો","ഇടപാട് ഓർമ്മപ്പെടുത്തൽ ചേർക്കുക","व्यवहार स्मरणपत्र जोडा","பரிவர்த்தனை நினைவூட்டலைச் சேர்க்கவும்","లావాదేవీ రిమైండర్‌ను జోడించండి","ٹرانزیکشن کی یاد دہانی شامل کریں"
"notifications-reminder-type","Reminder Type","अनुस्मारक प्रकार","অনুস্মারক প্রকার","રીલિડર પ્રકાર","ഓർമ്മപ്പെടുത്തൽ തരം","स्मरणपत्र प्रकार","நினைவூட்டல் வகை","రిమైండర్ రకం","یاد دہانی کی قسم"
"daily-notification-type-if-not-opened","If the app was not already opened today","यदि ऐप आज पहले से नहीं खोला गया था","যদি অ্যাপটি ইতিমধ্যে ইতিমধ্যে খোলা না করা হয়েছিল","જો એપ્લિકેશન આજે પહેલાથી ખોલવામાં આવી ન હતી","അപ്ലിക്കേഷൻ ഇതിനകം തുറന്നിട്ടില്ലെങ്കിൽ","आज अ‍ॅप आधीच उघडला नसेल तर","பயன்பாடு ஏற்கனவே திறக்கப்படவில்லை என்றால்","అనువర్తనం ఇప్పటికే తెరవకపోతే","اگر آج پہلے ہی ایپ نہیں کھولی تھی"
